id,name,artist,album,popularity,duration_ms,release_date,mood,language,search_query
3JpgL5TzK5mqcwjPUKlF54,Halka Halka Saroor,Nusrat Fateh Ali Khan,Ustad Nusrat Fateh Ali Khan,60,434594,2018-08-02,Calm,Hindi,sufi songs
5zcfnScTSFGCHGY1yeXWke,Ishq Sufiyana (Male),Vishal-Shekhar,The Dirty Picture,73,325257,2011-10-29,Calm,Hindi,sufi songs
3n7RtboHPFAG1Y6CF0cIgi,Sufna Banke,Harvi,Sufna Banke,59,179343,2021-10-14,Calm,Hindi,sufi songs
4FeczSomVWVyU4FW7xDeAI,Tere Bina,A.R. Rahman,Guru (Original Motion Picture Soundtrack),80,309640,2006-09-11,Calm,Hindi,sufi songs
4Thm04ZRILTYvnaFgBc1Hi,Suvvi Suvvi,Thaman S,They Call Him OG (Original Motion Picture Soundtrack),59,275128,2025-09-24,Calm,Hindi,sufi songs
5uMpQFjTwU3E6MIOBJH9Cj,Meditation in India,Tanpura Meditation,Tanpura Meditation,11,182450,2020-02-26,Calm,Hindi,meditation hindi
2Wu5phlIVD3YdPJcm4ab7T,Guided Meditation in Hindi (22 mins),Aditya Pathak,Guided Meditation in Hindi (22 mins),0,1377816,2020-05-24,Calm,Hindi,meditation hindi
0FPIuCuiz4kI57w1wbHVAf,Urja Meditation Hindi,Anandmurti Gurumaa,Urja (Meditation),3,3582812,2009-01-19,Calm,Hindi,meditation hindi
7is6NVZ39tA6YlXomnw6Ia,Flute Meditation,Namaste Music,Flute Meditation,37,236500,2023-06-12,Calm,Hindi,meditation hindi
6OCPmuK18Q0IuKQVPwm0Be,Raga Puriya Kalyan (17 Minute Sitar Meditation) - Live in Kolkata,Rishab Rikhiram Sharma,Raga Puriya Kalyan (17 Minute Sitar Meditation) [Live in Kolkata],43,1013250,2024-10-04,Calm,Hindi,meditation hindi
47aXcbxRxTcP77NUVP84MW,शांत मन,नींद न आना,"रात को नींद न आना - शांत संगीत, विश्राम, गहरी नींद, झपकी, लाला लल्ला लोरी",6,228509,2020-03-03,Calm,Hindi,शांत संगीत
3U8W1Jg3E3umsFmH8f4gxE,शांत संगीत,राहत के पल,मुलायम नींद की दुनिया,0,206829,2024-08-02,Calm,Hindi,शांत संगीत
2suh9MJdpxDAidUnp1elkG,शांत संगीत,नींद का संगीत,नींद के लिए आरामदायक संगीत,0,206829,2024-07-19,Calm,Hindi,शांत संगीत
46DNf9LwT6z5NqhYWhx1ve,सुकून देने वाला गीत,नींद न आना,"रात को नींद न आना - शांत संगीत, विश्राम, गहरी नींद, झपकी, लाला लल्ला लोरी",17,193092,2020-03-03,Calm,Hindi,शांत संगीत
0eFu4u9cTkJavcqvSlwq25,सूर्य का अस्त होना,नींद न आना,"रात को नींद न आना - शांत संगीत, विश्राम, गहरी नींद, झपकी, लाला लल्ला लोरी",4,227984,2020-03-03,Calm,Hindi,शांत संगीत
13VFr9tV64ofTytxjUT0e6,THAMPU (kannadalofi),DJ Lethal A,THAMPU (kannadalofi),19,133570,2021-07-22,Calm,Hindi,शांत संगीत
5LwlAJEkUeJEDBbN14RV6o,Saanson Ko,Shaarib Toshi,Zid (Original Motion Picture Soundtrack),56,288355,2014-11-15,Romantic,Hindi,romantic hindi
42WGQxg2lPIFBt8ZRHQ4Q4,Romantic Mashup 2,Mithoon,Romantic Mashup 2,46,325172,2016-02-18,Romantic,Hindi,romantic hindi
5llaVhaIoowKT3fqf2NfPO,Pehli Nazar Mein,Atif Aslam,Best of Romance: Atif Aslam & Pritam,66,312892,2023-04-20,Romantic,Hindi,romantic hindi
6UEhNvccAc4OyEDJYB5brb,Ek Din Teri Raahon,Javed Ali,Naqaab (Original Motion Picture Soundtrack),70,292000,2007-07-13,Romantic,Hindi,romantic hindi
4gALQzXkEYPdAlIGCXwHnJ,Teri Meri Kahaani,Palak Muchhal,Gabbar Is Back (Original Motion Picture Soundtrack),65,331443,2018-08-13,Romantic,Hindi,romantic hindi
5SSZtFWdrmFV4MxtlRA13N,Saiyaara,Tanishk Bagchi,Saiyaara,74,370875,2025-07-04,Romantic,Hindi,romantic hindi
5PUXKVVVQ74C3gl5vKy9Li,Heeriye (feat. Arijit Singh),Jasleen Royal,Heeriye (feat. Arijit Singh),74,194857,2023-07-25,Romantic,Hindi,romantic hindi
2oBSn18iPMom9cY5dDVwQZ,Pyar Ke Liye,Jatin-Lalit,Dil Kya Kare (Original Motion Picture Soundtrack),63,305493,1999-06-26,Romantic,Hindi,pyar ke gaane
1yLPAXCbhWgJJO4WkhzPAW,"Taiyabali Pyar Ka Dushman - From ""Amar Akbar Anthony""",Mohammed Rafi,Mohammed Rafi Ke Gaane,24,280360,2024-07-15,Romantic,Hindi,pyar ke gaane
73RkR2VqlYDyx99VFXlz6C,"Pyar Karne Wale - From ""Shaan""",Asha Bhosle,Asha Bhosle Ke Gaane,3,360280,2023-08-25,Romantic,Hindi,pyar ke gaane
0ILkbS2lGSkbJrPyYwfXQo,Pyaar Ke Kagaz Pe,Abhijeet,Jigar,54,424593,1992-10-23,Romantic,Hindi,pyar ke gaane
7m8FutbAnSYRAqyFz2udXj,Bekadron Se Kar Ke Pyar,Sukhwinder Singh,Nachnewale Gaanewale,37,545773,1990-11-30,Romantic,Hindi,pyar ke gaane
6zseoquni9r8kIx2tHdYy3,Lanedarniye,Gurnam Bhullar,Kurmaiyan ( Original Motion Picture Soundtrack),14,153482,2018-09-06,Romantic,Hindi,pyar ke gaane
6rFckZb1cuJYzsZiGHgqks,52 Bars,Karan Aujla,Four You,74,214024,2023-02-04,Romantic,Hindi,pyar ke gaane
5j2JcQwRgfc7UpJ3jnjy3q,Gunaah,Zafar,Gunaah,0,201792,2020-02-08,Romantic,Hindi,pyar ke gaane
6k3XXCE1ZzwevQlxf8dNaw,Love You Zindagi,Amit Trivedi,Dear Zindagi (Original Motion Picture Soundtrack),63,232505,2016-11-15,Romantic,Hindi,love bollywood
1smFN2CLqGROu0J0UyvDfL,Shayad,Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),75,247941,2020-02-14,Romantic,Hindi,love bollywood
5ZGtdGwdocDZDniXHkmnVA,"Humdard (From ""Ek Villain"")",Arijit Singh,Love Forever With Arijit Singh,76,260590,2017-06-07,Romantic,Hindi,love bollywood
61e1yXm2rkLXm9MYoP7vQm,मोमबत्ती की रोशनी में,RW रोमांटिक गाने,"सर्वश्रेष्ठ RW Music Records - कैफ़े संगीत, रोमांटिक पियानो, बीजीएम, चिलआउट, वाद्य पृष्ठभूमि संगीत, सुबह की कॉफी",0,201189,2024-11-18,Romantic,Hindi,रोमांटिक गाने
070ha0Ri6fCnyZq0acjsnn,"तमारा का रोमांटिक गीत – रात गर्म है, रात शांत है – “दानव,” अधिनियम 3",Anton Rubinstein,"सोवियत रूस के रीमास्टर्ड ओरिजिनल रेट्रो गाने: ओपेरा एरियस, सोवियत रूस वॉल्यूम का क्लासिक संगीत। 6, Opera Arias, Classic Music of Soviet Russia",0,185832,2022-08-16,Romantic,Hindi,रोमांटिक गाने
4Izua7XOcXRyWmOGWDDppr,Sab Tera,Armaan Malik,Bollywood Romantic Songs With Armaan Malik,62,228116,2017-07-20,Romantic,Hindi,रोमांटिक गाने
1im9BMeeKze7rkBPIEpCUr,Jab Tak,Armaan Malik,Bollywood Romantic Songs With Armaan Malik,62,174039,2017-07-20,Romantic,Hindi,रोमांटिक गाने
5XD2tP1DRH2NJgp45HiEQA,Bol Do Na Zara,Armaan Malik,Bollywood Romantic Songs With Armaan Malik,66,292826,2017-07-20,Romantic,Hindi,रोमांटिक गाने
2FCXQHugkoHE1K3tiDu8pu,"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik,Love Forever With Arijit Singh,70,341054,2017-06-07,Romantic,Hindi,रोमांटिक गाने
6kYoY0PhBelP64UMnhsEZx,"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik,Love Wali Feeling: Valentine Special,72,341054,2017-02-10,Romantic,Hindi,रोमांटिक गाने
3w1SFyVUVjlQU9mTZlZhy7,Best Motivational Hindi Poetry (YUDH),Kumar Rishi,Best Motivational Hindi Poetry (YUDH),23,72421,2022-08-03,Motivated,Hindi,motivational hindi
5Ry67OqwCxKbswCxcPHcg9,Dangal,Pritam,Dangal (Original Motion Picture Soundtrack),61,299325,2016-12-14,Motivated,Hindi,motivational hindi
1mKYtZiV6YCXuQMlg4VRD5,Best Motivational Hindi Poetry,Kumar Rishi,Best Motivational Hindi Poetry,9,66533,2021-06-24,Motivated,Hindi,motivational hindi
0oPLkVB3UpxFJKNXfM6Sjp,Festival of Lights Indian Celebration & Diwali Instrumental Dance Party Anthem Bollywood Party Energy,Inspirational Vibes,Festival of Lights Indian Celebration & Diwali Instrumental Dance Party Anthem Dhol Tabla EDM Fusion Bollywood Bhangra Desi Beats,0,272759,2025-10-23,Motivated,Hindi,inspirational bollywood
0pX9cs769VYiDdVK71YltK,Festival of Lights Indian Celebration & Diwali Instrumental Dance Party Anthem Bollywood Festival Mix,Inspirational Vibes,Festival of Lights Indian Celebration & Diwali Instrumental Dance Party Anthem Dhol Tabla EDM Fusion Bollywood Bhangra Desi Beats,0,173719,2025-10-23,Motivated,Hindi,inspirational bollywood
5UzEJWOFym1iuvfd7zJZGW,Festival of Lights Indian Celebration & Diwali Instrumental Dance Party Anthem Bollywood EDM Instrumental,Inspirational Vibes,Festival of Lights Indian Celebration & Diwali Instrumental Dance Party Anthem Dhol Tabla EDM Fusion Bollywood Bhangra Desi Beats,0,124119,2025-10-23,Motivated,Hindi,inspirational bollywood
0ycNs956odI0UFNzbPaAGR,Festival of Lights Indian Celebration & Diwali Instrumental Dance Party Anthem Bollywood Celebration Anthem,Inspirational Vibes,Festival of Lights Indian Celebration & Diwali Instrumental Dance Party Anthem Dhol Tabla EDM Fusion Bollywood Bhangra Desi Beats,0,157639,2025-10-23,Motivated,Hindi,inspirational bollywood
7o1yzUVkQt2Gto5yYvzo2T,Lakshya,Shankar-Ehsaan-Loy,Lakshya (Original Motion Picture Soundtrack),54,375706,2004-04-26,Motivated,Hindi,inspirational bollywood
0pWcUM0z72DhTW7j0fa0QM,Besabriyaan,Armaan Malik,M.S.Dhoni - The Untold Story,61,255738,2016-09-17,Motivated,Hindi,inspirational bollywood
51mjElX3XSavO6aqT6FGyT,Mere Khayalon Ki Malika,Abhijeet,Josh (Original Motion Picture Soundtrack),49,288128,2000-04-15,Motivated,Hindi,josh songs
6R6hbMhMdebHMvSFXYV1mt,Hum to Dil Se Haare,Udit Narayan,Josh (Original Motion Picture Soundtrack),51,307853,2000-04-15,Motivated,Hindi,josh songs
1ugEFwlcPMIj2YZoVFxeP8,Thanthane Thananthane,Karthik,Jhossh (Original Motion Picture Soundtrack),41,284656,2009-02-17,Motivated,Hindi,josh songs
7LAwdDzta1roB9n4GuVpzG,Hai Mera Dil,Udit Narayan,Josh (Original Motion Picture Soundtrack),52,250920,2000-04-15,Motivated,Hindi,josh songs
0NXnuTqFQHDsbEIoKIAVCN,Tere Bina Na Guzara E,Josh Brar,Tere Bina Na Guzara E,73,220800,2024-09-26,Motivated,Hindi,josh songs
6wnWlD1Tt6lT133UGkzQxh,Jothe Jotheyali,S. P. Balasubrahmanyam,Jhossh (Original Motion Picture Soundtrack),27,205949,2009-02-17,Motivated,Hindi,josh songs
1pTkmFDgxz09fg6Mu1mBpH,"Urugi Urugi - From ""Joe""",Siddhu Kumar,"Urugi Urugi (From ""Joe"")",59,222500,2023-05-24,Motivated,Hindi,josh songs
3gjTErwpHM5PkRbWMhmNrV,"Guzaara (From ""Baaghi 4"")",Josh Brar,"Guzaara (From ""Baaghi 4"")",73,244073,2025-08-18,Motivated,Hindi,josh songs
7xbXQeepclfQNqI3mLPb3c,Better Place,Rachel Platten,Wildfire,53,176386,2016-01-01,Motivated,Hindi,प्रेरणा गीत
6CB8aUHJ7tyVWa769BZGHq,Priceless Bonds,Tunes of the Future,"Tunes of The Future, Vol. 4",36,170693,2024-09-13,Motivated,Hindi,प्रेरणा गीत
6ZuXwlpRARDcIrEUso25Xp,Bekhauff,Ram Sampath,Satyamev Jayate 2 - Hindi,36,212558,2014-02-25,Motivated,Hindi,प्रेरणा गीत
7gNWdzTrtwHGvSkMZEele8,Melukora Melukora,Thaman S,Love Failure (Original Motion Picture Soundtrack),28,185194,2012-01-28,Motivated,Hindi,प्रेरणा गीत
4u6Hc5qQ5AxGtJwXIe2LbL,Payee Fufata,Ajay Gogavale,Payee Fufata,45,248737,2022-04-20,Motivated,Hindi,प्रेरणा गीत
6N11i7zVrLEt9xX9Vyr2xP,Toofan Aala - Satyamev Jayate Water Cup Anthem,Ajay Gogavale,Toofan Aala - Satyamev Jayate Water Cup Anthem,35,310440,2015,Motivated,Hindi,प्रेरणा गीत
5eZGANOTLbLeHm7xCDVgoH,"Prassthanam - Title Track - From ""Prassthanam""",Dev Negi,"Prassthanam - Title Track (From ""Prassthanam"")",44,217142,2019-08-30,Motivated,Hindi,प्रेरणा गीत
27QP702KcudZkWnIAWptwZ,"Prassthanam - Title Track - From ""Prassthanam""",Dev Negi,Prassthanam (Original Motion Picture Soundtrack),46,217142,2019-09-09,Motivated,Hindi,प्रेरणा गीत
2Dwb9pdBMvUNWKmULC1zLl,Bollywood Party Mashup - by DJ Chetas,Arijit Singh,Best Party Mashups (By DJ Chetas),30,1220024,2016-12-30,Party,Hindi,party bollywood
3tM6pIPMoZQYqT9w2ztTlJ,"The Po Po Song (From ""Son Of Sardaar 2"")",Tanishk Bagchi,"The Po Po Song (From ""Son Of Sardaar 2"")",36,163019,2025-07-17,Party,Hindi,party bollywood
1scGwkyXNCl19wrBDhnAWg,Dekhte Dekhte,Atif Aslam,Batti Gul Meter Chalu,70,256271,2018-09-08,Party,Hindi,party bollywood
4d5q7kToOjTyTv8ZG0zhut,CELEBRATION,Forrest Frank,CHILD OF GOD II,67,161544,2025-05-09,Party,Hindi,celebration songs
6IQIROXVp4XhI6EWIrPQZu,Congratulations & Celebrations,Rob Ronalds,Party Hits 22,21,91000,2009,Party,Hindi,celebration songs
3K7Q9PHUWPTaknlbFPThn2,Celebration,Kool & The Gang,Celebrate!,71,298866,1980-09-29,Party,Hindi,celebration songs
3Feda69zjFHpUaJtJskq7N,"Celebration Of Varisu (From ""Varisu"")",Thaman S,"Celebration Of Varisu (From ""Varisu"")",44,168153,2023-01-13,Party,Hindi,celebration songs
2LqMM3RDo4bUpbKkhDdKeC,Celebration of Life,G. V. Prakash,Aayirathil Oruvan (Original Motion Picture Soundtrack),44,209400,2009-06-10,Party,Hindi,celebration songs
4nOygULhEuDO5ZBRNPFaso,Wavin' Flag - Coca-Cola® Celebration Mix,K'NAAN,Troubadour (Champion Edition - Asian Version),65,212520,2009,Party,Hindi,celebration songs
0Jr79mEiMWxN9EdWisUPBx,Birthday,Kaka WRLD,Birthday,46,206857,2022-10-07,Party,Hindi,celebration songs
3RHabdVoyi4lbfdikx0jam,Kevvu Keka,Mamta Sharma,Gabbar Singh,47,247361,2012-04-15,Party,Hindi,celebration songs
0HPyONiyRU81GrRHa5ZyoB,पार्टी एंथम फ्यूजन,Hindi Dance Vibes,"हिंदी डांस वाइब्स: सुपर हिट्स, पार्टी गाने, बॉलीवुड",0,235640,2024-06-18,Party,Hindi,पार्टी गाने
4OAyyYPpY2zz9mCpV8UNa1,क्लब मिक्स मेहेम,Hindi Dance Vibes,"हिंदी डांस वाइब्स: सुपर हिट्स, पार्टी गाने, बॉलीवुड",0,196137,2024-06-18,Party,Hindi,पार्टी गाने
5iIUiqAGMrmz9WKIOmCO4q,देसी डिस्को हिंदी,Hindi Dance Vibes,"हिंदी डांस वाइब्स: सुपर हिट्स, पार्टी गाने, बॉलीवुड",0,175505,2024-06-18,Party,Hindi,पार्टी गाने
4AoQVhME8Ko6LNm4lV2wwQ,Hookah Bar,Himesh Reshammiya,Khiladi 786,71,254351,2012-10-30,Party,Hindi,पार्टी गाने
2zHIoy3J4ALfLLbMVCATkk,बॉलीवुड इंडियन पार्टी,Hindi Dance Vibes,"हिंदी डांस वाइब्स: सुपर हिट्स, पार्टी गाने, बॉलीवुड",0,199519,2024-06-18,Party,Hindi,पार्टी गाने
5pvXcMiqTDzUimGj2Vi8uG,Dilbar Dilbar,Alka Yagnik,Sirf Tum,66,343373,1999-03-12,Party,Hindi,पार्टी गाने
2oJxsbdvHuzkQ44hoyMsis,"Laal Pari (From ""Housefull 5"")",Yo Yo Honey Singh,"Laal Pari (From ""Housefull 5"")",75,256148,2025-05-03,Party,Hindi,पार्टी गाने
6oS2wDO6YzhM05X7aq4zgy,Raanjhana Ve (Lofi Mix),Lofi Mix,Raanjhana Ve (Lofi Mix),42,300640,2025-02-01,Focus,Hindi,lofi hindi
6otk6bUVXgXsBCygldOoDa,Jeene Laga Hoon (Lofi Mix),Atif Aslam,Jeene Laga Hoon (Lofi Mix),56,261730,2022-04-04,Focus,Hindi,lofi hindi
7JGgKHHDgJCJkQCQxyHHdl,Zara Zara - Lofi,Bombay Jayashri,Hindi Slowed Reverb Bollywood Lofi,51,219437,2022-05-06,Focus,Hindi,lofi hindi
4DvAqLQNC0kW3XT2EE69cY,Tum Tak - Lofi Flip,Deepanshu Ruhela,Tum Tak (Lofi Flip),57,128399,2022-06-17,Focus,Hindi,lofi hindi
3WLJ7D5kh44K5eJ1NqZQ6W,Baarishein,Anuv Jain,Baarishein,75,207312,2018-01-12,Focus,Hindi,lofi hindi
4dy4m6vhOY3BcCVp5fdhQQ,Shiddat (Reprise),Manan Bhardwaj,Shiddat,57,133099,2021-09-22,Focus,Hindi,lofi hindi
1pnC5d46tqFwjqGtbjJPn7,Subhanallah Lofi Mix,Pritam,Subhanallah Lofi Mix,59,199026,2022-06-20,Focus,Hindi,lofi hindi
1E16f7KcZmuXuhlenRwA2m,Saibo - Lofi Flip,VIBIE,Saibo (Lofi Flip),61,146646,2021-06-18,Focus,Hindi,lofi hindi
14VSlzarMuUMrbkCv89aUD,Pasoori - Instrumental Version,Rishi Kumar Instrumentals,Pasoori (Instrumental Version),32,106956,2022-06-17,Focus,Hindi,instrumental bollywood
4x1MRSHyZFQ0WMxRlcoViK,Raataan Lambiyan - Instrumental,Rishi Kumar Instrumentals,Bollywood Instrumental Hits,39,176296,2023-03-30,Focus,Hindi,instrumental bollywood
5nTTfttqa8J7Buf9yvqxyo,Rhythms Of Mohabbatein (Instrumental),Jatin-Lalit,Mohabbatein,45,236277,2000-08-27,Focus,Hindi,instrumental bollywood
456NfBAJUbDmaXw3pjIFFk,Mohabbatein Love Themes (Instrumental),Jatin-Lalit,Mohabbatein,50,137691,2000-08-27,Focus,Hindi,instrumental bollywood
1IeCi922zcvf5dac3zgbpZ,Kesariya - Instrumental,Rishi Kumar Instrumentals,Bollywood Instrumental Hits,42,222127,2023-03-30,Focus,Hindi,instrumental bollywood
4y1Q6E3bsssrXv5N9xBeS3,Bollywood Mashup - 1,Paras Nath,B Reprised On Flute -Mashup 1 And 2,31,731193,2015-01-31,Focus,Hindi,instrumental bollywood
2fqNdySq1LqGO95LAFjJe0,Mannat,Sajid-Wajid,Daawat-e-Ishq,43,300016,2014-07-17,Focus,Hindi,instrumental bollywood
2lHRIrvLHllVMkSZZq6ndy,Taal Se Taal,Priyesh Vakil,"Instrumental 99, Vol. 4",48,377066,1999-12-16,Focus,Hindi,instrumental bollywood
7ttlemwytO21npSmLKqTBg,Aashiyan,Pritam,Barfi! (Original Motion Picture Soundtrack),56,236373,2012-06-24,Focus,Hindi,calm hindi
7Dx38QOew4alphqY8GRmZp,Heaven (feat. Jonita) - Remix,Ed Sheeran,Play (The Remixes),56,242696,2025-10-17,Focus,Hindi,calm hindi
3kf67gPo2TR6v0QRF2z2Bi,Cha Chi,Seedhe Maut,DL91 FM,45,155428,2025-05-15,Focus,Hindi,calm hindi
74c8dhQ7Blq4v8EaHRDZHM,Calm Study Beats,Lowfly,Calm Study Beats,22,174500,2024-08-30,Focus,Hindi,calm hindi
6zCQF5tu7HVwU9shhKqiuF,Khamoshiyan,Jeet Gannguli,Khamoshiyan (Original Motion Picture Soundtrack),71,335709,2014-12-29,Focus,Hindi,calm hindi
0rlLBWFFTQiOWi963SH9bb,Choo Lo,The Local Train,Aalas Ka Pedh,71,233630,2015-09-25,Focus,Hindi,calm hindi
0dYZz79tgpqmVbEtQO79Bq,शब्दों का संगीत श्वेत रव (लूपेबल अनुक्रम),Zen Vibes,पढ़ाई की राहों में श्वेत रव (लूपेबल अनुक्रम),0,71208,2023-12-22,Focus,Hindi,पढ़ाई संगीत
08tofaJ2q593yZBQo6Phb3,किताबों का संगीत श्वेत रव (लूपेबल अनुक्रम),Zen Vibes,पढ़ाई की राहों में श्वेत रव (लूपेबल अनुक्रम),0,75348,2023-12-22,Focus,Hindi,पढ़ाई संगीत
4rfdqRFjitMpdNK32i5Eyj,एकाग्रता का संगीत श्वेत रव (लूपेबल अनुक्रम),Zen Vibes,पढ़ाई की राहों में श्वेत रव (लूपेबल अनुक्रम),0,75922,2023-12-22,Focus,Hindi,पढ़ाई संगीत
4V3npDDOiBAj0Y6jsUQJaj,पढ़ाई के लिए एकाग्रता संगीत (Padhai ke liye ekāgrata sangeet),"Study Sounds,alphawaves",पढ़ाई के लिए एकाग्रता संगीत (Padhai ke liye ekāgrata sangeet),0,240023,2025-05-29,Focus,Hindi,पढ़ाई संगीत
4R3X6WkDxQWe2D36Xh4PzF,Relaxing Study,Study – Deep Focus,Pure Concentration,33,106666,2022-01-18,Focus,Hindi,पढ़ाई संगीत
0fSO7X9DnmPuK9CSwDNElC,Exam Study Music 40 Hz Gamma Binaural Beats,Medi Tuner,Exam Study Music 40 Hz Gamma Binaural Beats,30,307437,2024-03-19,Focus,Hindi,पढ़ाई संगीत
5SDDK2Gq4Ag9uCzbKiQZt0,Happy,Karthik,Happy,36,220538,2021-01-30,Happy,Telugu,happy telugu
0luPbXVy3IVAFAIgVSy9GP,Egirey Mabbulona,KK,Happy,44,236748,2021-01-30,Happy,Telugu,happy telugu
78XmLwf0cudyVaSbAhwhKu,Happy Days,Harshika,Happy Days,36,230773,2010-04-13,Happy,Telugu,happy telugu
228gbMPJtJHw192kF3ChUp,Happy Days Rock,Naresh Iyer,Happy Days,33,230600,2010-04-13,Happy,Telugu,happy telugu
4siD8OfWU2SrxAam41kgpJ,Arare Arare,Karthik,Happy Days,53,299333,2010-04-13,Happy,Telugu,happy telugu
1biH2ZQQwNHHDkvZEmCjNS,Gaali Vaaluga,Anirudh Ravichander,Agnyaathavaasi,65,258333,2017-11-07,Happy,Telugu,happy telugu
7czCPelOubkNC5jfUNq7UP,Hello Rammante,Vijay Prakash,Orange,60,281965,2010-10-25,Happy,Telugu,cheerful tollywood
6O1VWYPfl85dDeKiaCJKza,Chiru Chiru,Yuvan Shankar Raja,Awaara (Original Motion Picture Soundtrack),62,284466,2010-04-10,Happy,Telugu,cheerful tollywood
0VcO1SA3oUKl1qHSUc6LxQ,Bombhaat,Rahul Sipligunj,LIE,57,243711,2017-06-12,Happy,Telugu,cheerful tollywood
1CjA41miWEmVPF1eTrG538,Gongoora Thota,Pushpavanam Kuppusamy,Srinu Vaitla Chartbuster Tunes,60,291000,2022-09-23,Happy,Telugu,cheerful tollywood
4ZNIkO2j6K2c0Nm8zWXmdn,Tillu Anna DJ Pedithe,Ram Miriyala,DJ Tillu,61,183500,2022-01-06,Happy,Telugu,cheerful tollywood
0yR49HoYJsJ27ey9rrtKql,"Oh My Baby (From ""Guntur Kaaram"")(Telugu)",Thaman S,"Oh My Baby (From ""Guntur Kaaram"")(Telugu)",61,156497,2023-12-11,Happy,Telugu,cheerful tollywood
51AJXMxuoCadQc0MkfboH2,సంతోష నవరాత్రి.,Hearts of Grace,నవరాత్రి పాటలు,0,192359,2025-06-30,Happy,Telugu,సంతోష పాటలు
4XIaYDKKOugphcuHk2j3QU,నవరాత్రి సంతోషం.,Hearts of Grace,నవరాత్రి పాటలు,0,203039,2025-06-30,Happy,Telugu,సంతోష పాటలు
43NpS19TpJRJiqDmlIij6C,Santosha Panduga (సంతోష పండుగ),Kids Music Planet,చిన్ని నక్షత్రాల పాటలు,0,244880,2025-09-26,Happy,Telugu,సంతోష పాటలు
6pZvBvgpHzg9qHY1XpjC7P,Santosha Panduga (సంతోష పండుగ) - Telugu for Kids,Kids Music Planet,చిన్ని నక్షత్రాల పాటలు,0,216360,2025-09-26,Happy,Telugu,సంతోష పాటలు
4cq7SK8w7RKMBrJGeJgKmD,Samayama,Harini,Antariksham 9000 KMPH,45,246138,2018-11-30,Happy,Telugu,సంతోష పాటలు
2Z6YrSnX8AFoJ8PhkipOSU,Emoko,Annamayya Keerthana,Annamayya,48,258416,1997-01-01,Happy,Telugu,సంతోష పాటలు
04Jg1vEogkjokuOQhA38Gc,Telugu Padaniki,Veturi Sundararama Murthy,Annamayya,47,234100,1997-01-01,Happy,Telugu,సంతోష పాటలు
5dBz9GmFk3RxKFtislESMK,Sokuladi Sittammi,Sneha Katkuri,Sokuladi Sittammi,50,255665,2024-02-14,Happy,Telugu,సంతోష పాటలు
6lINfLttHSl6Q0uGyCFVsw,Allegro,Devi Sri Prasad,Kanthaswamy (Original Motion Picture Soundtrack),41,323440,2009-05-13,Happy,Telugu,kuthu telugu
1IbxhypbVfaMg50Y869Oht,Bloody Sweet,Anirudh Ravichander,Leo (Telugu) [Original Motion Picture Soundtrack],23,168540,2023-10-20,Happy,Telugu,kuthu telugu
0rgW5ebUXf92ufqHpvtdKO,"Masthie (From ""The Greatest Of All Time"")",Yuvan Shankar Raja,Telugu Workout Music Hits,25,212128,2024-10-01,Happy,Telugu,kuthu telugu
3BiUjo9clGxzlTRFMnE4lR,Jingiliya,Devi Sri Prasad,Puli (Telugu) [Original Motion Picture Soundtrack],35,265706,2015-09-20,Happy,Telugu,kuthu telugu
0hY9eA74QrMCJuWEx7fo9y,"Kurchi Madathapetti (From ""Guntur Kaaram"")(Telugu)",Thaman S,"Kurchi Madathapetti (From ""Guntur Kaaram"")(Telugu)",66,216558,2023-12-30,Happy,Telugu,kuthu telugu
6Hf4OJWW7YAwsrnJ8d0XcE,"Salambala (From ""Madharaasi"") (Tamil)",Anirudh Ravichander,"Salambala (From ""Madharaasi"") (Tamil)",69,207219,2025-07-31,Happy,Telugu,kuthu telugu
2PcgMmmhIZA83kwIYEjR8f,Kalasala Kalasala,Thaman S,Osthe (Original Motion Picture Soundtrack),65,251813,2011-10-19,Happy,Telugu,kuthu telugu
7IWcVmNCt0V1KHoYQP9ZoR,Kurchi Madathapetti,Thaman S,Guntur Kaaram,61,216558,2024-01-26,Happy,Telugu,kuthu telugu
14M1StehpwsydSGGy8z9eq,Emai Poyave,Sid Sriram,Padi Padi Leche Manasu,59,154691,2018-12-10,Sad,Telugu,sad telugu
0pjc9LMMaeCFF9vUbFdA1j,"Nuvve Naku Lokam (From ""Janaka Ayithe Ganaka"")",Karthik,"Nuvve Naku Lokam (From ""Janaka Ayithe Ganaka"")",55,246314,2024-09-12,Sad,Telugu,sad telugu
5Mo0zkOAPtR2rW9kL29X37,Adiga Adiga,Sid Sriram,Ninnu Kori,62,209109,2017-01-01,Sad,Telugu,sad telugu
4k9RLcTWZog34sIXt23Ibr,Adigaa,Karthik,Hi Nanna,59,210154,2023-12-13,Sad,Telugu,sad telugu
3Rr2iovbWm9jY03oWmPtTn,Sada Nannu,Charulatha Mani,Mahanati,53,197589,2018-04-20,Sad,Telugu,sad telugu
7sB18S2Ae8Aye4n9s9LZNj,Sada Siva,Mani Sharma,Khaleja (Original Motion Picture Soundtrack),56,267600,2010-09-26,Sad,Telugu,sad telugu
27m5T4jDu3KEoeq1nhVppx,Toliprema,Kala Bhairava,Tholi Prema,57,243095,2018-01-16,Sad,Telugu,sad telugu
